word,chinese,type,definition,level,has_image
empirically,經驗上地,Formal & Academic Expressions,Based on observation or experiment rather than theory,senior,0
equate,等同,Formal & Academic Expressions,To consider one thing as equal to another,senior,0
purport,聲稱,Formal & Academic Expressions,"To claim or appear to be something, often falsely",senior,0
tenable,站得住腳的,Formal & Academic Expressions,Able to be maintained or defended against objection,senior,0
veritable,名副其實的,Formal & Academic Expressions,Used to emphasize that something is genuine,senior,0
viz.,即,Formal & Academic Expressions,Namely; that is to say (abbreviation of the Latin videlicet),senior,0
absolve,赦免；免除,Advanced Vocabulary Supplement I,to free someone from blame or responsibility,senior,0
accede,同意；就任,Advanced Vocabulary Supplement I,to agree to a demand or request,senior,0
accentuate,強調；突出,Advanced Vocabulary Supplement I,to make something more noticeable or prominent,senior,0
acclimate,適應；使習慣,Advanced Vocabulary Supplement I,to become adjusted to a new climate or conditions,senior,0
accolade,榮譽；讚揚,Advanced Vocabulary Supplement I,an award or expression of praise,senior,0
accost,搭訕；攔住,Advanced Vocabulary Supplement I,to approach and address someone boldly,senior,0
admonish,告誡；勸告,Advanced Vocabulary Supplement I,to warn or reprimand someone firmly,senior,0
adulterate,摻假；使變質,Advanced Vocabulary Supplement I,to make something impure by adding inferior substances,senior,0
annihilate,殲滅；徹底消滅,Advanced Vocabulary Supplement I,to destroy utterly and completely,senior,0
apportion,分配；分攤,Advanced Vocabulary Supplement I,to divide and distribute proportionally,senior,0
arrogate,僭取；擅自,Advanced Vocabulary Supplement I,to claim or seize without justification,senior,0
beguile,迷惑；欺騙,Advanced Vocabulary Supplement I,"to charm or enchant, sometimes deceptively",senior,0
belie,掩飾；與⋯矛盾,Advanced Vocabulary Supplement I,to give a false impression of something,senior,0
berate,嚴厲斥責,Advanced Vocabulary Supplement I,to scold someone angrily and at length,senior,0
besmirch,玷污；損害,Advanced Vocabulary Supplement I,to damage the reputation of someone,senior,0
bolster,支撐；增強,Advanced Vocabulary Supplement I,to support or strengthen something,senior,0
brandish,揮舞；炫耀,Advanced Vocabulary Supplement I,to wave something as a threat or display,senior,0
broach,提出；開啟,Advanced Vocabulary Supplement I,to raise a subject for discussion,senior,0
cajole,哄騙；勸誘,Advanced Vocabulary Supplement I,to persuade by flattery or gentle urging,senior,0
capitulate,投降；屈服,Advanced Vocabulary Supplement I,to surrender or give in to demands,senior,0
castigate,嚴厲批評；懲罰,Advanced Vocabulary Supplement I,to reprimand or punish severely,senior,0
chastise,懲罰；責備,Advanced Vocabulary Supplement I,to punish or rebuke severely,senior,0
clamor,吵鬧；強烈要求,Advanced Vocabulary Supplement I,a loud and confused noise or demand,senior,0
coalesce,合併；聯合,Advanced Vocabulary Supplement I,to come together to form one mass or group,senior,0
coddle,溺愛；嬌養,Advanced Vocabulary Supplement I,to treat with excessive care and kindness,senior,0
cogitate,深思；沉思,Advanced Vocabulary Supplement I,to think deeply about something,senior,0
commiserate,同情；憐憫,Advanced Vocabulary Supplement I,to express sympathy or pity for someone,senior,0
condescend,屈尊；以高姿態對待,Advanced Vocabulary Supplement I,to behave as if one is superior to others,senior,0
conjure,召喚；變魔術,Advanced Vocabulary Supplement I,to make something appear by magic or as if by magic,senior,0
construe,解釋；理解,Advanced Vocabulary Supplement I,to interpret or understand in a particular way,senior,0
consummate,完成；圓滿,Advanced Vocabulary Supplement I,to make complete or perfect,senior,0
convalesce,康復；療養,Advanced Vocabulary Supplement I,to recover health after illness,senior,0
countermand,撤銷；取消命令,Advanced Vocabulary Supplement I,to revoke or cancel an order,senior,0
decimate,大量毀滅；嚴重破壞,Advanced Vocabulary Supplement I,to destroy a large proportion of something,senior,0
deface,毀損；塗汙,Advanced Vocabulary Supplement I,to spoil the surface or appearance of something,senior,0
defile,污染；褻瀆,Advanced Vocabulary Supplement I,to make dirty or corrupt something sacred,senior,0
deluge,洪水；大量湧入,Advanced Vocabulary Supplement I,an overwhelming flood or quantity,senior,0
demarcate,劃定界限；區分,Advanced Vocabulary Supplement I,to set the boundaries or limits of something,senior,0
demur,表示異議；反對,Advanced Vocabulary Supplement I,to raise doubts or objections,senior,0
denigrate,詆毀；貶低,Advanced Vocabulary Supplement I,to criticize unfairly or disparage,senior,0
desecrate,褻瀆；玷污,Advanced Vocabulary Supplement I,to treat a sacred place with disrespect,senior,0
desiccate,使乾燥；脫水,Advanced Vocabulary Supplement I,to remove moisture from something,senior,0
detract,減損；貶低,Advanced Vocabulary Supplement I,to diminish the worth or value of something,senior,0
digress,離題；岔開,Advanced Vocabulary Supplement I,to depart from the main subject temporarily,senior,0
dilate,擴大；膨脹,Advanced Vocabulary Supplement I,"to become wider, larger, or more open",senior,0
discern,辨別；識別,Advanced Vocabulary Supplement I,to perceive or recognize something clearly,senior,0
discomfit,使困窘；使不安,Advanced Vocabulary Supplement I,to make someone feel uneasy or embarrassed,senior,0
disparage,貶低；輕視,Advanced Vocabulary Supplement I,to regard or represent as being of little worth,senior,0
distill,蒸餾；提煉,Advanced Vocabulary Supplement I,to purify a liquid or extract the essential meaning,senior,0
divest,剝奪；放棄,Advanced Vocabulary Supplement I,"to deprive someone of power, rights, or possessions",senior,0
divulge,洩露；透露,Advanced Vocabulary Supplement I,to make known private or secret information,senior,0
edify,啟迪；教化,Advanced Vocabulary Supplement I,to instruct or improve morally or intellectually,senior,0
efface,抹去；消除,Advanced Vocabulary Supplement I,to erase or make something inconspicuous,senior,0
emanate,散發；發出,Advanced Vocabulary Supplement I,to issue or spread out from a source,senior,0
embellish,裝飾；美化,Advanced Vocabulary Supplement I,to make more attractive by adding decorative details,senior,0
embolden,使大膽；鼓勵,Advanced Vocabulary Supplement I,to give someone the courage to do something,senior,0
embroil,使捲入；使糾纏,Advanced Vocabulary Supplement I,to involve deeply in a conflict or difficult situation,senior,0
encapsulate,概括；封裝,Advanced Vocabulary Supplement I,to express the essential features concisely,senior,0
engross,使全神貫注,Advanced Vocabulary Supplement I,to absorb all the attention of someone,senior,0
enjoin,命令；禁止,Advanced Vocabulary Supplement I,to instruct or urge someone to do something,senior,0
enrapture,使狂喜；使著迷,Advanced Vocabulary Supplement I,to give intense pleasure or joy,senior,0
ensconce,安置；安頓,Advanced Vocabulary Supplement I,to settle comfortably and securely,senior,0
enthrall,迷住；吸引,Advanced Vocabulary Supplement I,to capture the fascinated attention of someone,senior,0
envisage,設想；展望,Advanced Vocabulary Supplement I,to contemplate or conceive of as a possibility,senior,0
equivocate,含糊其辭；模棱兩可,Advanced Vocabulary Supplement I,to use ambiguous language to conceal the truth,senior,0
eschew,避免；迴避,Advanced Vocabulary Supplement I,to deliberately avoid or keep away from,senior,0
excoriate,嚴厲批評；剝皮,Advanced Vocabulary Supplement I,to criticize someone severely,senior,0
exhort,力勸；告誡,Advanced Vocabulary Supplement I,to strongly encourage or urge someone,senior,0
expatiate,詳述；細說,Advanced Vocabulary Supplement I,to speak or write at length about something,senior,0
expiate,贖罪；補償,Advanced Vocabulary Supplement I,to atone for guilt or wrongdoing,senior,0
expound,詳細解釋；闡述,Advanced Vocabulary Supplement I,to present and explain a theory in detail,senior,0
expunge,刪除；抹去,Advanced Vocabulary Supplement I,to erase or remove completely,senior,0
expurgate,刪除不當內容,Advanced Vocabulary Supplement I,to remove objectionable matter from a text,senior,0
extol,讚揚；頌揚,Advanced Vocabulary Supplement I,to praise enthusiastically,senior,0
extricate,使擺脫；解救,Advanced Vocabulary Supplement I,to free from a constraint or difficulty,senior,0
falter,動搖；猶豫,Advanced Vocabulary Supplement I,to lose strength or momentum,senior,0
fathom,理解；測量深度,Advanced Vocabulary Supplement I,to understand after much thought,senior,0
fester,惡化；潰爛,Advanced Vocabulary Supplement I,to become worse or more intense over time,senior,0
flout,蔑視；公然違反,Advanced Vocabulary Supplement I,to openly disregard a rule or convention,senior,0
foment,煽動；挑起,Advanced Vocabulary Supplement I,to instigate or stir up something undesirable,senior,0
forestall,預先阻止；先發制人,Advanced Vocabulary Supplement I,to prevent by taking action in advance,senior,0
forsake,拋棄；離棄,Advanced Vocabulary Supplement I,to abandon or renounce someone or something,senior,0
fulminate,猛烈抨擊,Advanced Vocabulary Supplement I,to express vehement protest,senior,0
garner,收集；獲得,Advanced Vocabulary Supplement I,to gather or collect something,senior,0
gesticulate,打手勢；做手勢,Advanced Vocabulary Supplement I,to use gestures to express or emphasize,senior,0
abstruse,深奧的；難解的,Advanced Vocabulary Supplement I,difficult to understand; obscure,senior,0
acerbic,尖刻的；辛辣的,Advanced Vocabulary Supplement I,sharp and forthright in speech or tone,senior,0
acrimonious,充滿怨恨的；尖刻的,Advanced Vocabulary Supplement I,angry and bitter in manner,senior,0
affable,和藹的；友善的,Advanced Vocabulary Supplement I,friendly and easy to talk to,senior,0
apocryphal,不真實的；杜撰的,Advanced Vocabulary Supplement I,of doubtful authenticity,senior,0
arcane,神秘的；難以理解的,Advanced Vocabulary Supplement I,understood by few; mysterious,senior,0
ascetic,禁慾的；苦行的,Advanced Vocabulary Supplement I,practicing strict self-denial,senior,0
assiduous,勤勉的；刻苦的,Advanced Vocabulary Supplement I,showing great care and perseverance,senior,0
audacious,大膽的；無畏的,Advanced Vocabulary Supplement I,showing willingness to take bold risks,senior,0
auspicious,吉祥的；有利的,Advanced Vocabulary Supplement I,indicating a positive and successful future,senior,0
avarice,貪婪；貪財,Advanced Vocabulary Supplement I,extreme greed for wealth,senior,0
banal,平庸的；陳腐的,Advanced Vocabulary Supplement I,lacking originality; commonplace,senior,0
bellicose,好戰的；好鬥的,Advanced Vocabulary Supplement I,demonstrating aggression and willingness to fight,senior,0
bilious,壞脾氣的；令人不快的,Advanced Vocabulary Supplement I,ill-tempered or unpleasant,senior,0
blithe,無憂無慮的；快樂的,Advanced Vocabulary Supplement I,showing a casual lack of concern,senior,0
bombastic,誇大的；言過其實的,Advanced Vocabulary Supplement I,using high-sounding but meaningless language,senior,0
boorish,粗魯的；無禮的,Advanced Vocabulary Supplement I,rough and bad-mannered,senior,0
bucolic,鄉村的；田園的,Advanced Vocabulary Supplement I,relating to the pleasant aspects of countryside,senior,0
calamitous,災難性的,Advanced Vocabulary Supplement I,involving or causing great damage,senior,0
callous,冷酷無情的,Advanced Vocabulary Supplement I,showing cruel disregard for others,senior,0
cantankerous,脾氣暴躁的,Advanced Vocabulary Supplement I,bad-tempered and argumentative,senior,0
capricious,反覆無常的,Advanced Vocabulary Supplement I,given to sudden changes of mood or behavior,senior,0
cavalier,漫不經心的,Advanced Vocabulary Supplement I,showing a lack of proper concern,senior,0
complaisant,殷勤的；順從的,Advanced Vocabulary Supplement I,willing to please others,senior,0
complicit,同謀的；共犯的,Advanced Vocabulary Supplement I,involved with others in illegal activity,senior,0
conciliatory,和解的；安撫的,Advanced Vocabulary Supplement I,intended to placate or pacify,senior,0
condign,適當的；應得的,Advanced Vocabulary Supplement I,appropriate to a fault or crime; fitting,senior,0
convivial,歡樂的；友善的,Advanced Vocabulary Supplement I,friendly and lively in atmosphere,senior,0
corpulent,肥胖的,Advanced Vocabulary Supplement I,"having a large, bulky body",senior,0
credulous,輕信的；易受騙的,Advanced Vocabulary Supplement I,having too great a readiness to believe things,senior,0
decadent,頹廢的；墮落的,Advanced Vocabulary Supplement I,characterized by moral or cultural decline,senior,0
decrepit,衰老的；破舊的,Advanced Vocabulary Supplement I,worn out or ruined due to age,senior,0
deleterious,有害的；有毒的,Advanced Vocabulary Supplement I,causing harm or damage,senior,0
demure,端莊的；矜持的,Advanced Vocabulary Supplement I,"reserved, modest, and shy",senior,0
derisive,嘲笑的；譏諷的,Advanced Vocabulary Supplement I,expressing contempt or ridicule,senior,0
despondent,沮喪的；灰心的,Advanced Vocabulary Supplement I,in low spirits from loss of hope,senior,0
destitute,赤貧的；缺乏的,Advanced Vocabulary Supplement I,without the basic necessities of life,senior,0
dexterous,靈巧的；敏捷的,Advanced Vocabulary Supplement I,showing skill with the hands,senior,0
diaphanous,透明的；輕薄的,Advanced Vocabulary Supplement I,"light, delicate, and translucent",senior,0
dilatory,拖延的；緩慢的,Advanced Vocabulary Supplement I,slow to act or intended to cause delay,senior,0
diminutive,極小的；微小的,Advanced Vocabulary Supplement I,extremely or unusually small,senior,0
disaffected,不滿的；叛離的,Advanced Vocabulary Supplement I,dissatisfied with authority,senior,0
discordant,不協調的；不和諧的,Advanced Vocabulary Supplement I,disagreeing or incongruous,senior,0
disingenuous,不真誠的；虛偽的,Advanced Vocabulary Supplement I,not candid or sincere,senior,0
dispassionate,不帶感情的；客觀的,Advanced Vocabulary Supplement I,not influenced by strong emotion,senior,0
doleful,悲傷的；憂鬱的,Advanced Vocabulary Supplement I,expressing sorrow or mourning,senior,0
ebullient,熱情洋溢的,Advanced Vocabulary Supplement I,cheerful and full of energy,senior,0
edifying,啟迪的；有教育意義的,Advanced Vocabulary Supplement I,providing moral or intellectual instruction,senior,0
effervescent,冒泡的；活潑的,Advanced Vocabulary Supplement I,vivacious and enthusiastic,senior,0
effete,衰弱的；頹廢的,Advanced Vocabulary Supplement I,affected and no longer capable of effective action,senior,0
elated,興高采烈的,Advanced Vocabulary Supplement I,ecstatically happy and proud,senior,0
emaciated,骨瘦如柴的,Advanced Vocabulary Supplement I,abnormally thin or weak from illness,senior,0
ephemeral,短暫的；稍縱即逝的,Advanced Vocabulary Supplement I,lasting for a very short time,senior,0
errant,犯錯的；偏離的,Advanced Vocabulary Supplement I,straying from the proper course,senior,0
erudite,博學的；有學問的,Advanced Vocabulary Supplement I,having or showing great knowledge,senior,0
evanescent,逐漸消失的；短暫的,Advanced Vocabulary Supplement I,soon passing out of sight or existence,senior,0
exacting,嚴格的；費力的,Advanced Vocabulary Supplement I,making great demands on one's skill,senior,0
exiguous,微小的；不足的,Advanced Vocabulary Supplement I,very small in size or amount,senior,0
extemporaneous,即興的；無準備的,Advanced Vocabulary Supplement I,spoken or done without preparation,senior,0
fatuous,愚昧的；昏庸的,Advanced Vocabulary Supplement I,silly and pointless,senior,0
feckless,無能的；不負責的,Advanced Vocabulary Supplement I,lacking initiative or strength of character,senior,0
felicitous,恰當的；幸運的,Advanced Vocabulary Supplement I,well chosen or suited to the circumstances,senior,0
feral,野生的；兇猛的,Advanced Vocabulary Supplement I,existing in a wild state,senior,0
fetid,惡臭的；難聞的,Advanced Vocabulary Supplement I,smelling extremely bad,senior,0
flippant,輕率的；無禮的,Advanced Vocabulary Supplement I,not showing proper respect or seriousness,senior,0
florid,華麗的；紅潤的,Advanced Vocabulary Supplement I,excessively ornate or having a red complexion,senior,0
fractious,暴躁的；難管的,Advanced Vocabulary Supplement I,easily irritated or hard to control,senior,0
furtive,偷偷摸摸的；鬼祟的,Advanced Vocabulary Supplement I,attempting to avoid notice or attention,senior,0
garrulous,話多的；嘮叨的,Advanced Vocabulary Supplement I,excessively talkative,senior,0
gauche,笨拙的；不得體的,Advanced Vocabulary Supplement I,lacking ease or grace; socially awkward,senior,0
germane,有關的；切題的,Advanced Vocabulary Supplement I,relevant to a subject under consideration,senior,0
glib,油嘴滑舌的,Advanced Vocabulary Supplement I,fluent but insincere and shallow,senior,0
guileless,純真的；坦率的,Advanced Vocabulary Supplement I,without deceit; innocent and honest,senior,0
hackneyed,陳腐的；老套的,Advanced Vocabulary Supplement I,lacking originality from overuse,senior,0
halcyon,平靜的；幸福的,Advanced Vocabulary Supplement I,denoting a period of happiness and tranquility,senior,0
hapless,不幸的；倒霉的,Advanced Vocabulary Supplement I,unfortunate and deserving pity,senior,0
harbinger,先驅；預兆,Advanced Vocabulary Supplement I,a person or thing announcing the approach of another,senior,0
histrionic,戲劇化的；做作的,Advanced Vocabulary Supplement I,excessively theatrical in behavior,senior,0
hubristic,傲慢的；狂妄的,Advanced Vocabulary Supplement I,having excessive pride or self-confidence,senior,0
iconoclastic,打破偶像的；反傳統的,Advanced Vocabulary Supplement I,criticizing or attacking cherished beliefs,senior,0
idyllic,田園詩般的；寧靜的,Advanced Vocabulary Supplement I,"extremely happy, peaceful, or picturesque",senior,0
ignominious,可恥的；不光彩的,Advanced Vocabulary Supplement I,deserving or causing public disgrace,senior,0
illicit,非法的；違禁的,Advanced Vocabulary Supplement I,"forbidden by law, rules, or custom",senior,0
immutable,不可改變的,Advanced Vocabulary Supplement I,unchanging over time or unable to be changed,senior,0
impassive,無動於衷的；冷漠的,Advanced Vocabulary Supplement I,not feeling or showing emotion,senior,0
impertinent,無禮的；不相干的,Advanced Vocabulary Supplement I,not showing proper respect; irrelevant,senior,0
implacable,不可安撫的；無情的,Advanced Vocabulary Supplement I,unable to be placated or appeased,senior,0
impudent,厚顏無恥的；放肆的,Advanced Vocabulary Supplement I,showing a lack of respect; rude,senior,0
inarticulate,口齒不清的；說不清楚的,Advanced Vocabulary Supplement I,unable to speak distinctly or express ideas clearly,senior,0
incandescent,白熾的；熱情的,Advanced Vocabulary Supplement I,emitting light as a result of being heated,senior,0
inchoate,初始的；未成形的,Advanced Vocabulary Supplement I,just begun and not fully formed,senior,0
inclement,惡劣的（天氣）,Advanced Vocabulary Supplement I,unpleasantly cold or wet weather,senior,0
indefatigable,不知疲倦的,Advanced Vocabulary Supplement I,persisting tirelessly,senior,0
indolent,懶惰的；懈怠的,Advanced Vocabulary Supplement I,wanting to avoid activity or exertion,senior,0
indomitable,不屈不撓的,Advanced Vocabulary Supplement I,impossible to subdue or defeat,senior,0
ineffable,難以形容的；妙不可言的,Advanced Vocabulary Supplement I,too great or extreme to be expressed in words,senior,0
ingenuous,天真的；坦率的,Advanced Vocabulary Supplement I,innocent and unsuspecting,senior,0
inimical,有敵意的；有害的,Advanced Vocabulary Supplement I,tending to obstruct or harm,senior,0
innocuous,無害的；無惡意的,Advanced Vocabulary Supplement I,not harmful or offensive,senior,0
inscrutable,高深莫測的,Advanced Vocabulary Supplement I,impossible to understand or interpret,senior,0
insolent,傲慢無禮的,Advanced Vocabulary Supplement I,showing a rude lack of respect,senior,0
insouciant,漫不經心的；無憂無慮的,Advanced Vocabulary Supplement I,showing a casual lack of concern,senior,0
intractable,棘手的；難處理的,Advanced Vocabulary Supplement I,hard to control or deal with,senior,0
intransigent,不妥協的；固執的,Advanced Vocabulary Supplement I,unwilling to change one's views,senior,0
intrepid,無畏的；勇敢的,Advanced Vocabulary Supplement I,fearless and adventurous,senior,0
inveterate,根深蒂固的,Advanced Vocabulary Supplement I,having a particular habit that is unlikely to change,senior,0
irascible,易怒的；暴躁的,Advanced Vocabulary Supplement I,having a tendency to be easily angered,senior,0
irreverent,不敬的；無禮的,Advanced Vocabulary Supplement I,showing a lack of respect for things normally treated seriously,senior,0
itinerant,巡迴的；流動的,Advanced Vocabulary Supplement I,traveling from place to place,senior,0
abeyance,中止；擱置,Advanced Vocabulary Supplement I,a state of temporary inactivity,senior,0
abstinence,節制；禁慾,Advanced Vocabulary Supplement I,the practice of restraining oneself from indulging,senior,0
acrimony,尖刻；辛辣,Advanced Vocabulary Supplement I,bitterness or ill feeling,senior,0
acumen,敏銳；精明,Advanced Vocabulary Supplement I,the ability to make good judgments and quick decisions,senior,0
adversity,逆境；困難,Advanced Vocabulary Supplement I,difficulties or misfortune,senior,0
affinity,親和力；密切關係,Advanced Vocabulary Supplement I,a natural liking or attraction,senior,0
affluence,富裕；豐富,Advanced Vocabulary Supplement I,the state of having a great deal of money or wealth,senior,0
anathema,令人厭惡的事物,Advanced Vocabulary Supplement I,something that is detested,senior,0
animosity,仇恨；敵意,Advanced Vocabulary Supplement I,strong hostility,senior,0
antipathy,反感；厭惡,Advanced Vocabulary Supplement I,a deep-seated feeling of dislike,senior,0
apex,頂點；頂峰,Advanced Vocabulary Supplement I,the highest point or peak,senior,0
apotheosis,典範；神化,Advanced Vocabulary Supplement I,the highest point of development or glorification,senior,0
appellation,名稱；稱號,Advanced Vocabulary Supplement I,a name or title,senior,0
arbiter,仲裁者；裁決人,Advanced Vocabulary Supplement I,a person who settles a dispute,senior,0
ardor,熱情；熱忱,Advanced Vocabulary Supplement I,enthusiasm or passion,senior,0
artifice,詭計；巧妙手段,Advanced Vocabulary Supplement I,clever or cunning devices or tricks,senior,0
ascendancy,優勢；支配地位,Advanced Vocabulary Supplement I,occupation of a position of dominant power,senior,0
aspersion,誹謗；中傷,Advanced Vocabulary Supplement I,an attack on someone's reputation,senior,0
audacity,大膽；放肆,Advanced Vocabulary Supplement I,a willingness to take bold risks,senior,0
bastion,堡壘；捍衛者,Advanced Vocabulary Supplement I,a stronghold or fortified place,senior,0
bellwether,領頭者；風向標,Advanced Vocabulary Supplement I,an indicator or predictor of something,senior,0
beneficence,慈善；善行,Advanced Vocabulary Supplement I,the quality of doing good,senior,0
blight,枯萎病；破壞,Advanced Vocabulary Supplement I,a thing that spoils or damages,senior,0
bravado,虛張聲勢,Advanced Vocabulary Supplement I,a bold manner intended to impress,senior,0
brinkmanship,邊緣政策,Advanced Vocabulary Supplement I,the pursuit of a dangerous policy to the brink,senior,0
calamity,災難；災禍,Advanced Vocabulary Supplement I,an event causing great damage,senior,0
charlatan,江湖騙子；庸醫,Advanced Vocabulary Supplement I,a person falsely claiming to have special knowledge,senior,0
chimera,幻想；空想,Advanced Vocabulary Supplement I,a thing that is hoped for but is impossible,senior,0
collusion,共謀；勾結,Advanced Vocabulary Supplement I,secret agreement for fraudulent purpose,senior,0
compunction,內疚；悔恨,Advanced Vocabulary Supplement I,a feeling of guilt about doing something wrong,senior,0
conflagration,大火；衝突,Advanced Vocabulary Supplement I,an extensive fire or conflict,senior,0
culpability,有罪；應受譴責,Advanced Vocabulary Supplement I,responsibility for a fault or wrong,senior,0
dearth,缺乏；不足,Advanced Vocabulary Supplement I,a scarcity or lack of something,senior,0
decorum,禮儀；端莊,Advanced Vocabulary Supplement I,behavior in keeping with good taste,senior,0
diatribe,長篇抨擊；痛罵,Advanced Vocabulary Supplement I,a forceful and bitter verbal attack,senior,0
diffidence,缺乏自信；怯懦,Advanced Vocabulary Supplement I,modesty or shyness from lack of confidence,senior,0
disdain,蔑視；鄙視,Advanced Vocabulary Supplement I,the feeling that something is unworthy,senior,0
duress,脅迫；強制,Advanced Vocabulary Supplement I,threats or violence used to coerce,senior,0
ebullience,熱情奔放,Advanced Vocabulary Supplement I,the quality of being cheerful and energetic,senior,0
edifice,大建築物；體系,Advanced Vocabulary Supplement I,a large imposing building or complex system,senior,0
effrontery,厚顏無恥,Advanced Vocabulary Supplement I,insolent or impertinent behavior,senior,0
enmity,敵意；仇恨,Advanced Vocabulary Supplement I,the state of being actively hostile,senior,0
ephemera,短暫之物,Advanced Vocabulary Supplement I,things lasting for a very short time,senior,0
epitome,典範；縮影,Advanced Vocabulary Supplement I,a perfect example of a quality,senior,0
exigency,緊急狀況；迫切需要,Advanced Vocabulary Supplement I,an urgent need or demand,senior,0
exodus,大批離去,Advanced Vocabulary Supplement I,a mass departure of people,senior,0
expediency,權宜之計,Advanced Vocabulary Supplement I,the quality of being convenient and practical,senior,0
finesse,技巧；手腕,Advanced Vocabulary Supplement I,impressive delicacy and skill,senior,0
foible,小缺點；怪癖,Advanced Vocabulary Supplement I,a minor weakness or eccentricity,senior,0
forbearance,忍耐；克制,Advanced Vocabulary Supplement I,patient self-control and restraint,senior,0
gambit,策略；開場白,Advanced Vocabulary Supplement I,an action or remark calculated to gain advantage,senior,0
gravitas,莊嚴；嚴肅,Advanced Vocabulary Supplement I,"dignity, seriousness, or solemnity of manner",senior,0
guile,狡詐；詭計,Advanced Vocabulary Supplement I,sly or cunning intelligence,senior,0
hubris,傲慢；自大,Advanced Vocabulary Supplement I,excessive pride or self-confidence,senior,0
iconoclast,偶像破壞者；反傳統者,Advanced Vocabulary Supplement I,a person who attacks established beliefs,senior,0
idiosyncrasy,特質；癖好,Advanced Vocabulary Supplement I,a distinctive individual characteristic,senior,0
ignominy,恥辱；不名譽,Advanced Vocabulary Supplement I,public shame or disgrace,senior,0
impropriety,不正當；不得體,Advanced Vocabulary Supplement I,failure to observe standards of behavior,senior,0
incognito,隱姓埋名地,Advanced Vocabulary Supplement I,having one's true identity concealed,senior,0
indiscretion,言行不慎；輕率,Advanced Vocabulary Supplement I,behavior showing lack of good judgment,senior,0
inequity,不公平；不公正,Advanced Vocabulary Supplement I,lack of fairness or justice,senior,0
infamy,惡名；聲名狼藉,Advanced Vocabulary Supplement I,the state of being well known for bad quality,senior,0
juggernaut,不可阻擋的力量,Advanced Vocabulary Supplement I,a huge powerful force that cannot be stopped,senior,0
labyrinth,迷宮；錯綜複雜,Advanced Vocabulary Supplement I,a complicated irregular network of passages,senior,0
lament,哀嘆；悲歌,Advanced Vocabulary Supplement I,a passionate expression of grief,senior,0
largesse,慷慨；大方的贈予,Advanced Vocabulary Supplement I,generosity in bestowing gifts,senior,0
lethargy,昏睡；無精打采,Advanced Vocabulary Supplement I,a lack of energy and enthusiasm,senior,0
levity,輕率；輕浮,Advanced Vocabulary Supplement I,humor or lack of seriousness,senior,0
lucidity,清晰；明晰,Advanced Vocabulary Supplement I,clarity of expression or thought,senior,0
machination,陰謀；詭計,Advanced Vocabulary Supplement I,a plot or scheme,senior,0
malaise,不適；萎靡,Advanced Vocabulary Supplement I,a general feeling of discomfort or uneasiness,senior,0
mediocrity,平庸；庸碌,Advanced Vocabulary Supplement I,the quality of being average or ordinary,senior,0
misanthropy,厭世；憤世嫉俗,Advanced Vocabulary Supplement I,a dislike of humankind,senior,0
modicum,少量；一點點,Advanced Vocabulary Supplement I,a small quantity of something,senior,0
morass,泥沼；困境,Advanced Vocabulary Supplement I,a complicated or confused situation,senior,0
myriad,無數的；大量,Advanced Vocabulary Supplement II,a countless or extremely great number,senior,0
nadir,最低點；谷底,Advanced Vocabulary Supplement II,the lowest point in the fortunes of a person,senior,0
nemesis,天敵；報應,Advanced Vocabulary Supplement II,a person's worst enemy or downfall,senior,0
nexus,關聯；紐帶,Advanced Vocabulary Supplement II,a connection or series of connections,senior,0
nonchalance,冷淡；漠不關心,Advanced Vocabulary Supplement II,the state of being calm and casual,senior,0
obeisance,敬禮；順從,Advanced Vocabulary Supplement II,deferential respect,senior,0
oblivion,遺忘；湮沒,Advanced Vocabulary Supplement II,the state of being unaware or forgotten,senior,0
omen,預兆；徵兆,Advanced Vocabulary Supplement II,an event seen as a sign of future good or evil,senior,0
omnipotence,全能；無所不能,Advanced Vocabulary Supplement II,the quality of having unlimited power,senior,0
opulence,富裕；豪華,Advanced Vocabulary Supplement II,great wealth or luxuriousness,senior,0
ostracism,排斥；放逐,Advanced Vocabulary Supplement II,exclusion from a society or group,senior,0
paragon,模範；典範,Advanced Vocabulary Supplement II,a model of excellence,senior,0
pariah,社會棄兒；賤民,Advanced Vocabulary Supplement II,an outcast,senior,0
pastiche,模仿作品；拼湊,Advanced Vocabulary Supplement II,a work imitating the style of another,senior,0
penchant,愛好；嗜好,Advanced Vocabulary Supplement II,a strong habitual liking,senior,0
perfidy,背信棄義；不忠,Advanced Vocabulary Supplement II,deceitfulness or untrustworthiness,senior,0
perspicacity,洞察力；敏銳,Advanced Vocabulary Supplement II,the quality of having keen insight,senior,0
plight,困境；窘境,Advanced Vocabulary Supplement II,a dangerous or difficult situation,senior,0
posterity,後代；子孫,Advanced Vocabulary Supplement II,all future generations,senior,0
prodigy,天才；神童,Advanced Vocabulary Supplement II,a person with exceptional abilities,senior,0
provocation,挑釁；激怒,Advanced Vocabulary Supplement II,action or speech that causes annoyance,senior,0
qualm,疑慮；不安,Advanced Vocabulary Supplement II,an uneasy feeling of doubt,senior,0
quintessence,精華；典範,Advanced Vocabulary Supplement II,the most perfect embodiment of something,senior,0
recalcitrance,頑抗；不服從,Advanced Vocabulary Supplement II,the quality of being stubbornly uncooperative,senior,0
recluse,隱士；遁世者,Advanced Vocabulary Supplement II,a person who lives in seclusion,senior,0
rectitude,正直；公正,Advanced Vocabulary Supplement II,morally correct behavior,senior,0
